year,current_round,team1,team2,seed1,seed2,team1_won,kadj_em_diff,kadj_o_diff,kadj_d_diff,barthag_diff,elite_sos_diff,talent_diff,exp_diff,o_rate_diff,d_rate_diff,relative_rating_diff,injury_rank_diff,roster_rank_diff,net_rpi_diff,resume_diff,wab_rank_diff,elo_diff,b_power_diff
2011,16,Connecticut,San Diego St.,3,2,1,-3.906600000000001,0.9699999999999989,4.876400000000004,-0.027000000000000024,11.338999999999999,20.787999999999997,-1.133,2.296791327000001,-2.7426215440000004,-0.44583021000000045,,,11,-14,6,10,8.0
2011,16,Kansas,Richmond,1,12,1,13.128899999999998,8.501999999999995,-4.626900000000006,0.132,8.150000000000002,57.286,-0.2819999999999998,7.892844874,5.851060243,13.74390512,,,-40,-45,-28,-20,-36.0
2011,16,VCU,Florida St.,11,10,1,-6.220130000000001,6.406000000000006,12.625600000000006,-0.138,-8.279,-26.191999999999993,0.45499999999999985,11.868222741999999,-10.588444845000001,1.2797778900000019,,,-6,-24,32,6,37.0
2011,16,Butler,Wisconsin,8,4,1,-10.6042,-9.673999999999992,0.9300000000000068,-0.09999999999999998,-14.721000000000004,-21.805,0.0,-6.5618312209999985,0.6461669350000001,-5.915664289999999,,,17,36,45,13,36.0
2011,16,BYU,Florida,3,2,0,3.9411999999999985,3.174999999999997,-0.7665999999999968,0.028000000000000025,-3.277000000000001,-60.486,0.21500000000000008,-0.5205296300000004,0.42951755400000113,-0.09101207000000144,,,-3,-4,-6,-6,-10.0
2011,32,Ohio St.,George Mason,1,8,1,13.9224,10.373999999999995,-3.548400000000001,0.11199999999999999,15.754000000000001,55.165,-0.22599999999999998,12.934537042000002,5.729395833,18.663932879999997,,,-22,-33,-38,-18,-25.0
2011,32,West Virginia,Kentucky,5,4,0,-5.103100000000001,-4.447000000000003,0.656099999999995,-0.04399999999999993,4.015999999999998,-34.994,1.204,-3.335514022,-3.30850677,-6.644020789999999,,,14,2,7,23,9.0
2011,32,Marquette,Syracuse,11,3,1,-4.499700000000001,1.375,5.873999999999995,-0.04200000000000004,2.615000000000002,-55.854,0.514,1.29641554,-5.515388049000001,-4.21897251,,,46,13,32,46,15.0
2011,32,Washington,North Carolina,7,2,0,0.6709999999999994,5.8359999999999985,5.164900000000003,-0.0010000000000000009,-7.380999999999997,-18.614999999999995,0.8299999999999998,2.7589542499999986,-5.7259942420000005,-2.967040000000001,,,26,6,25,28,-2.0
2011,32,Duke,Michigan,1,8,1,14.1311,7.867000000000004,-6.264200000000002,0.10899999999999999,-7.199000000000002,19.805,0.77,8.343269886000002,4.208069299999999,12.55133919,,,-48,-19,-30,-46,-38.0
2011,32,Arizona,Texas,5,4,1,-7.841799999999999,1.054000000000002,8.895799999999994,-0.052999999999999936,-2.5269999999999975,-14.436999999999998,-0.08000000000000007,0.4979853399999996,-7.26800099,-6.770015649999998,,,8,39,3,8,19.0
2011,32,Cincinnati,Connecticut,6,3,0,-2.0991,-4.981999999999999,-2.8825999999999965,-0.007000000000000006,-9.678999999999998,1.6169999999999973,1.076,-4.298155283000001,-1.0251571569999998,-5.3233124400000005,,,22,17,10,13,4.0
2011,32,Temple,San Diego St.,7,2,0,-8.6216,-4.109999999999999,4.5120000000000005,-0.06900000000000006,-3.664999999999999,-14.414000000000001,-0.28900000000000015,-0.5302676880000003,-3.733287809,-4.263555490000002,,,27,35,23,20,25.0
2011,32,Kansas,Illinois,1,9,1,9.1236,7.199999999999989,-1.92410000000001,0.04499999999999993,-8.517,7.161000000000001,0.027000000000000135,4.301958770000001,3.72300611,8.024964879999999,,,-47,-22,-34,-64,-17.0
2011,32,Richmond,Morehead St.,12,13,1,8.780370000000001,5.795000000000002,-2.9853999999999985,0.19899999999999995,4.821,12.196000000000002,-0.04400000000000004,5.436398239000001,1.6150633600000006,7.051461595999999,,,-36,-111,-59,-48,-55.0
2011,32,VCU,Purdue,11,3,1,-16.861530000000002,-5.450000000000003,11.4114,-0.22699999999999998,-15.225999999999999,-27.560999999999993,0.35399999999999987,-1.12566627,-6.822451455,-7.94811773,,,37,23,64,40,76.0
2011,32,Florida St.,Notre Dame,10,2,1,-9.684099999999999,-18.122,-8.437200000000004,-0.08899999999999997,-6.084,18.59499999999999,-0.5729999999999997,-15.689722882,11.694436101,-3.9952867800000007,,,46,61,36,41,35.0
2011,32,Pittsburgh,Butler,1,8,0,12.432600000000003,7.35499999999999,-5.076800000000006,0.10599999999999998,9.604000000000003,34.838,0.02200000000000002,4.0319844709999995,1.82740859,5.859393059999999,,,-23,-54,-51,-22,-40.0
2011,32,Kansas St.,Wisconsin,5,4,0,-8.1584,-12.421999999999997,-4.263499999999993,-0.052999999999999936,-4.876000000000001,-23.832,-0.4670000000000001,-7.597646838999999,2.749510152,-4.848136699999998,,,7,7,16,12,22.0
2011,32,Gonzaga,BYU,11,3,0,-6.956999999999997,-7.1200000000000045,-0.16250000000000853,-0.05700000000000005,-3.539999999999999,13.475999999999999,-0.4670000000000001,-5.535372187999999,-1.4585691630000008,-6.993941359999999,,,51,43,39,24,25.0
2011,32,UCLA,Florida,7,2,0,-5.7826,-6.994,-1.211500000000001,-0.06700000000000006,-1.6580000000000013,-5.563999999999993,-0.538,-7.681777006,0.7206249189999996,-6.961152090000001,,,36,24,24,27,30.0
2011,64,Ohio St.,UTSA,1,16,1,37.42544,22.168999999999997,-15.256500000000003,0.576,22.416,79.725,0.11499999999999999,20.401568702000002,14.25102262,34.652591330999996,,,-192,-267,-189,-155,-226.0
2011,64,George Mason,Villanova,8,9,1,0.010600000000000165,-1.4769999999999897,-1.4865999999999957,-0.02300000000000002,-13.765,-55.583000000000006,-0.11699999999999999,-4.355844562000001,-0.15610562500000036,-4.5119501799999995,,,-14,20,4,-44,-1.0
2011,64,West Virginia,Clemson,5,12,1,2.727499999999999,5.457000000000008,2.7297999999999973,0.02200000000000002,7.639999999999997,-1.2920000000000016,0.34799999999999986,3.2299128870000002,-4.68496896,-1.4550560699999977,,,-36,-67,-22,-14,-11.0
2011,64,Kentucky,Princeton,4,13,1,16.454259999999998,11.541000000000011,-4.912700000000001,0.23199999999999998,17.095,74.748,-0.6890000000000001,10.493414332,6.991662921,17.485077254,,,-33,-77,-39,-22,-72.0
2011,64,Xavier,Marquette,6,11,0,-1.5905999999999985,-2.8149999999999977,-1.2244000000000028,-0.03700000000000003,-11.953000000000003,45.69,0.14000000000000012,-2.4749725300000005,2.067340091,-0.40763243999999865,,,-42,35,-18,-38,7.0
2011,64,Syracuse,Indiana St.,3,14,1,18.00755,12.75800000000001,-5.248999999999995,0.238,11.258,73.281,-0.2260000000000002,10.588913802,5.302772538000001,15.89168634,,,-66,-97,-88,-49,-102.0
2011,64,Washington,Georgia,7,10,1,10.250399999999999,9.334999999999994,-0.915300000000002,0.08300000000000007,-0.16900000000000048,19.829000000000008,-0.062000000000000055,7.263490716999999,-0.22377030200000014,7.039720410000001,,,-15,-15,-17,-25,-50.0
2011,64,North Carolina,LIU Brooklyn,2,15,1,16.16337,1.7399999999999949,-14.424300000000002,0.32200000000000006,25.517999999999997,87.143,-0.45599999999999996,6.088974576000001,12.890870637,18.979845213,,,-69,-98,-56,-36,-91.0
2011,64,Duke,Hampton,1,16,1,33.34091,24.7025,-8.638800000000003,0.588,24.121000000000002,66.962,-0.524,22.441059804,7.919339514999999,30.360399319,,,-149,-167,-119,-136,-201.0
2011,64,Michigan,Tennessee,8,9,1,2.0527999999999995,2.8100000000000023,0.7565000000000026,0.0050000000000000044,6.826000000000004,13.082999999999998,-0.984,3.0125213,0.43552185000000065,3.44804315,,,18,7,-29,-29,-14.0
2011,64,Arizona,Memphis,5,12,1,11.921560000000003,12.263000000000005,0.340999999999994,0.20000000000000007,6.2059999999999995,10.558000000000007,0.6249999999999999,8.628848249,0.24844145399999995,8.877289703,,,-9,11,-35,-21,-67.0
2011,64,Texas,Oakland,4,13,1,13.788100000000002,-2.3999999999999915,-16.188599999999994,0.16299999999999992,6.187999999999999,74.911,-0.5690000000000002,0.6832909899999997,13.301506329,13.984797322999999,,,-42,-93,-33,-16,-53.0
2011,64,Cincinnati,Missouri,6,11,1,3.0448999999999984,-3.1099999999999994,-6.154899999999998,0.030000000000000027,-0.8569999999999993,9.481999999999992,0.3270000000000002,-4.489769893000001,3.5087964719999993,-0.9809734199999998,,,-1,-17,-17,-26,-15.0
2011,64,Connecticut,Bucknell,3,14,1,14.123259999999998,9.448000000000008,-4.675299999999993,0.20500000000000007,23.272999999999996,54.476,-0.594,9.78304262,6.190122385,15.973165009,,,-65,-128,-65,-35,-70.0
2011,64,Temple,Penn St.,7,10,1,2.5671,-2.1229999999999905,-4.690200000000004,0.026000000000000023,-16.448999999999998,-18.241,-0.44700000000000006,0.278959240999999,4.673468912,4.952428159999998,,,-9,23,-7,-21,-15.0
2011,64,San Diego St.,Northern Colorado,2,15,1,21.02513,7.8230000000000075,-13.201800000000006,0.32600000000000007,10.946,33.771,-0.0040000000000000036,5.573529076,11.115944283,16.689473356,,,-96,-156,-101,-88,-109.0
2011,64,Kansas,Boston University,1,16,1,29.086969999999997,16.598,-12.489100000000008,0.514,14.908000000000001,70.7,0.32400000000000007,16.222590519,13.077075545,29.299666063,,,-128,-182,-158,-110,-167.0
2011,64,UNLV,Illinois,8,9,0,-0.8085999999999984,-1.9840000000000089,-1.1752000000000038,-0.02400000000000002,-9.396,-8.411999999999999,-0.17399999999999993,-5.71331061,0.4834479569999992,-5.229862650000001,,,-23,9,-13,-41,5.0
2011,64,Vanderbilt,Richmond,5,12,0,1.8641000000000005,4.203000000000003,2.3388999999999953,0.04400000000000004,8.457,62.117000000000004,-0.7349999999999999,2.901652724,-2.217294259,0.6843584700000012,,,-14,-26,1,18,-8.0
2011,64,Louisville,Morehead St.,4,13,0,16.07747,6.0390000000000015,-10.038299999999992,0.28800000000000003,17.21,53.096000000000004,-0.728,5.982983892,5.3424458029999995,11.325429696,,,-60,-160,-72,-49,-82.0
2011,64,Georgetown,VCU,6,11,0,10.245230000000001,4.724000000000004,-5.5214,0.17300000000000004,16.662,36.3,-0.20899999999999985,-1.36827289,0.9405510750000001,-0.42772182000000036,,,-36,-25,-55,-19,-60.0
2011,64,Purdue,Saint Peter's,3,14,1,22.36967,20.011200000000002,-2.3583,0.373,19.086,75.42699999999999,-0.353,19.178863913,2.0826151779999993,21.261479091,,,-80,-106,-119,-83,-123.0
2011,64,Texas A&M,Florida St.,7,10,0,0.4137000000000004,6.786000000000001,6.371899999999997,-0.031000000000000028,-1.7600000000000016,-6.576999999999998,0.17199999999999993,5.562507065,-7.689652379,-2.1271453199999986,,,-26,-30,-17,-14,-4.0
2011,64,Notre Dame,Akron,2,15,1,20.89679,17.98899999999999,-2.9084000000000003,0.358,20.224,46.03,0.2749999999999997,14.826827943,0.0006670519999998348,14.827494996999999,,,-98,-142,-118,-84,-115.0
2011,64,Pittsburgh,UNC Asheville,1,16,1,25.0331,18.194999999999993,-6.837900000000005,0.46499999999999997,16.706000000000003,76.174,0.21100000000000008,16.389181666,6.38939651,22.77857818,,,-137,-215,-164,-136,-140.0
2011,64,Butler,Old Dominion,8,9,1,0.7424999999999997,3.146000000000001,2.4033000000000015,0.03299999999999992,2.296999999999997,38.245,-0.5610000000000002,3.5155853770000007,0.22824680599999958,3.743832190000001,,,13,38,31,17,-5.0
