TEAM,TEAM NO,SEED,KADJ EM,KADJ O,KADJ D,BARTHAG,ELITE SOS,TALENT,EXP,O RATE,D RATE,RELATIVE RATING,INJURY RANK,ROSTER RANK,NET RPI,RESUME,WAB RANK,ELO,B POWER,Q1 W,Q2 W,R64,R32,S16,E8,F4,FINALS,KADJ EM_z,KADJ O_z,BARTHAG_z,ELITE SOS_z,TALENT_z,EXP_z,O RATE_z,RELATIVE RATING_z,RESUME_z,ELO_z,KADJ D_z,D RATE_z,NET RPI_z,WAB RANK_z,INJURY RANK_z,ROSTER RANK_z,model_score
VCU,1152,11,17.2061,119.872,102.666,0.843,19.63,21.117,1.703,9.58327212,6.534899622,16.11817174,43.0,53.0,43,66,40,17,47.0,2,5,,,,,,,0.030001603247990675,0.17736612127003895,0.26941644084875943,-0.5028625221504721,-0.6268411819874812,-0.5125893221378212,0.15334439180092327,0.08972262062819339,-0.09775632751443175,-0.6973692580376893,-0.1511840561183427,0.005925114815627213,0.3085926861488509,0.30060421735493476,0.3210535583808648,0.26688119276519184,-0.7180838850521558
Northern Iowa,1177,12,11.8089,110.001,98.1918,0.774,14.539,19.874,2.321,1.754873408,8.846915174,10.60178858,64.0,97.0,72,103,99,77,74.3,0,4,,,,,,,-0.4145094594692984,-1.1668035394259622,-0.07920516435322057,-0.9160205724699856,-0.6719829929264487,1.1010936259122073,-1.0500308350694376,-0.4228439551758377,0.3981205273773227,0.4837293608057197,0.5697236534465085,-0.4229438652128482,-0.10907703045069206,-0.7111609840108355,0.009596709625514895,-0.2861025529089453,-1.0727657918679347
McNeese St.,1187,12,12.5017,114.306,101.805,0.764,14.16,48.482,1.919,3.794224674,6.792069425,10.5862941,65.0,71.0,56,109,48,29,67.0,0,2,,,,,,,-0.3574507504626769,-0.5805761673971629,-0.1297300346723482,-0.9467781645090929,0.3669686783060378,0.05141636844277117,-0.7365433796298905,-0.4242836580258957,0.4785329903327423,-0.46114953426900757,-0.012455001106199695,-0.04177878190398015,0.12136143388009026,0.16341571547483033,-0.0052345688866446225,0.040660569534863016,-1.4661284346363082
Akron,1215,12,12.7986,118.82,106.022,0.773,11.162,12.8,2.447,8.220466052,2.990778503,11.21124456,59.0,74.0,53,114,53,27,70.7,0,0,,,,,,,-0.3329981945965308,0.03411148819819184,-0.08425765138513333,-1.1900796445440371,-0.92888819854371,1.4300969454175525,-0.056145073617583065,-0.3662150453065873,0.5455433761289253,-0.5005194882304546,-0.6919212322167847,0.6633443990795548,0.16456864594211193,0.07767290179976505,0.08375310218631249,0.0029571323298082097,-1.8316958793348401
Hofstra,1200,13,9.49239,114.57,105.077,0.704,11.966,0.2,1.895,4.593376447,5.384032481,9.977408928,73.0,126.0,87,144,102,57,94.0,0,2,,,,,,,-0.6052962233274521,-0.5446263355236203,-0.4328792565871139,-1.124831349030997,-1.3864801678365415,-0.011250930510628039,-0.6136984043652063,-0.48085953004525134,0.9476056909060235,0.09002982119125,-0.5396576352522345,0.21940603906027423,-0.32511309076080047,-0.7626066722158746,-0.12388479698392077,-0.6505691125578085,-3.3191583229764605
High Point,1201,12,8.40428,117.048,108.644,0.699,5.665,13.909,2.541,6.879816492,1.794769496,8.674585988,78.0,87.0,75,117,71,44,82.7,0,0,,,,,,,-0.694912493329177,-0.20718814089240722,-0.45814169174667774,-1.636186461005708,-0.8886128418813488,1.6755438663183655,-0.2622286582395119,-0.6019141185076561,0.5857496076066352,-0.1658748795581553,-1.1143922917311206,0.8851989460756816,-0.15228424251271375,-0.23100122743046997,-0.19804118954471836,-0.16042442889209596,-3.503674969956312
Hawaii,1202,13,5.96572,107.129,101.163,0.636,10.053,9.248,2.599,-1.035482791,4.344121307,3.308638515,118.0,130.0,101,140,95,70,115.0,0,0,,,,,,,-0.8957512425139158,-1.5578941346563255,-0.7764483747571812,-1.2800800919619002,-1.0578855536967369,1.8269898387890808,-1.4789621718029085,-1.100502639719062,0.8939973822690771,0.34593452194065527,0.09098756953003521,0.4123051067710414,-0.5267467470502349,-0.6425667330707833,-0.7912923300310991,-0.7008403621645481,-3.6457175877424444
Miami OH,1185,11,8.2572,116.779,108.522,0.718,8.266,11.186,1.693,7.015173233,1.325421672,8.340594906,81.0,94.0,64,105,37,22,90.7,0,3,,,,,,,-0.7070259386535043,-0.24381884079385915,-0.36214443814033526,-1.4251033557452375,-0.9875035508007441,-0.5387006967017375,-0.24142172761401573,-0.6329476164146114,0.4249246816957959,-0.598944373134072,-1.0947349808002476,0.9722609567024442,0.006142201714699101,0.35204990555997395,-0.24253502508119693,-0.2483991157038905,-4.219882174314378
Cal Baptist,1210,13,5.99314,107.926,101.933,0.689,12.593,1.476,2.169,-1.621007279,5.385308337,3.764301058,113.0,205.0,98,108,76,46,113.0,0,2,,,,,,,-0.8934929431476318,-1.4493637710077885,-0.5086665620658053,-1.0739474170823944,-1.3401399017399025,0.7042007325406789,-1.568968530639113,-1.058163776987187,0.4651309131735057,-0.12650492559670834,-0.033079065033673014,0.2191693732381479,-0.4835395349882133,-0.3167440411055352,-0.7171359374703016,-1.6434262922909182,-4.39699146926562
North Dakota St.,1178,14,5.13396,111.74,106.606,0.639,8.155,0.2,1.834,2.72146362,1.405487745,4.126951365,110.0,148.0,114,156,92,60,120.0,0,0,,,,,,,-0.9642546371492328,-0.9299976393195561,-0.7612909136614429,-1.434111515946665,-1.3864801678365415,-0.1705303153505174,-0.9014473560658492,-1.0244673457057039,1.1084306168168627,0.14908475213342046,-0.7860185238858799,0.9574090431706811,-0.7139779993189956,-0.5911210448657441,-0.672642101933823,-0.927060985394877,-4.987526723083723
Idaho,1197,15,1.53307,108.842,107.309,0.57,11.302,0.2,2.008,-0.254380501,0.197662807,-0.056717694,171.0,177.0,144,191,198,120,151.0,0,0,,,,,,,-1.2608223835043908,-1.3246287482950405,-1.1099125188634233,-1.1787180010467417,-1.3864801678365415,0.28380760206162625,-1.3588917487166567,-1.4132019316964461,1.577503317390144,1.3301833709768294,-0.8992897499875501,1.1814553947468736,-1.1460501199392124,-2.408868694777128,-1.5773500911755536,-1.2915275450437402,-5.668889806769585
Kennesaw St.,1192,14,0.572421,110.636,110.064,0.534,11.706,13.242,1.297,1.998331174,-0.84644959,1.151881584,161.0,156.0,154,202,160,123,144.3,0,0,,,,,,,-1.339941020554769,-1.0803332998816455,-1.2918020520122824,-1.145931544097403,-0.9128361627955011,-1.5727111294328238,-1.0126067008151982,-1.3009023369301385,1.7249261661417465,1.3892383019189998,-1.3431905009265255,1.3751337713257508,-1.2900741601459513,-1.757223310846632,-1.4290373060539585,-1.0276034846083566,-6.161306504386844
Penn,1175,14,1.46919,107.363,105.894,0.531,12.952,17.192,1.869,-1.916604213,2.796983181,0.880378969,163.0,191.0,143,134,125,91,159.7,0,1,,,,,,,-1.266083512735544,-1.526029510950231,-1.3069595131080205,-1.0448129169714722,-0.7693847121044943,-0.07914050437681051,-1.6144074563505952,-1.326129584867062,0.8135849193136575,0.7593190385358485,-0.6712971682893114,0.6992926010752264,-1.1316477159185385,-1.157023615121175,-1.4586998630782775,-1.4674769186673293,-6.2062051926367126
Troy,1158,13,1.72038,110.717,108.997,0.544,11.323,0.2,1.897,2.583532491,1.824603073,4.408135564,111.0,133.0,125,121,129,93,139.7,1,2,,,,,,,-1.2453956127422223,-1.0693032378295353,-1.2412771816931547,-1.1770137545221473,-1.3864801678365415,-0.006028655597844771,-0.9226500195682112,-0.9983405126211745,0.6393579162435816,0.7986889924972954,-1.1712695930311046,0.8796649453517145,-0.8724044435464084,-1.2256178660612271,-0.6874733804459825,-0.738543799369603,-6.277964071154469
Wright St.,1148,14,2.04414,112.057,110.013,0.587,9.832,0.2,1.245,2.677628771,-1.384984413,1.292644358,147.0,146.0,126,163,136,81,136.7,0,0,,,,,,,-1.2187308788681117,-0.886830606350187,-1.0240202393209066,-1.2980152577683453,-1.3864801678365415,-1.7084902771651882,-0.9081856142078807,-1.2878230618005522,1.2022451569315191,0.5624692687286136,-1.3349731004554248,1.475029673864137,-0.8868068475670824,-1.3456578052063186,-1.2213994068837253,-0.9019253605915072,-6.606774307463031
Furman,1205,15,-1.9789,107.451,109.43,0.444,7.376,11.546,1.607,0.490301861,0.437551772,0.927853633,150.0,158.0,186,194,165,162,181.3,0,0,,,,,,,-1.5500667170349691,-1.514046233659051,-1.7465258848844305,-1.4973309465494737,-0.9744294945352346,-0.763258517951418,-1.2444197680107631,-1.32171837461242,1.617709548867854,2.1569524041672157,-1.2410369342857615,1.1369570194437144,-1.750951088807516,-1.8429661245216973,-1.2658932424202036,-1.0527391094117264,-6.745368654593498
Tennessee St.,1162,15,-1.82605,109.085,110.911,0.394,8.742,3.291,2.506,0.740854652,-0.345543959,0.395310692,158.0,212.0,172,209,115,111,203.7,0,1,,,,,,,-1.5374780570008149,-1.2915385621387119,-1.9991502364800684,-1.3864737678544325,-1.274224868067959,1.584154055344658,-1.2059049921536713,-1.371200744458712,1.8187407062564027,1.1530185781503182,-1.4796637989466042,1.2822179226967665,-1.5493174325180814,-0.9855379877710444,-1.38454347051748,-1.7314009791027127,-6.932130416545266
Howard,1198,16,-3.18939,103.142,106.331,0.424,8.612,0.2,1.89,-4.873919861,3.843650901,-1.03026896,178.0,240.0,203,195,132,165,205.7,0,1,,,,,,,-1.6497621510208602,-2.1008183001101775,-1.8475756255226858,-1.3970238653876357,-1.3864801678365415,-0.024306617792586496,-2.069003666860941,-1.5036615361709293,1.6311116260270904,2.2160073351093863,-0.7417090115417003,0.505140223027066,-1.995791957158972,-1.2770635542662663,-1.6811690407606703,-2.083299726349891,-7.033250909294523
UMBC,1155,16,-1.66619,108.224,109.89,0.456,7.273,7.798,2.082,0.202128644,-0.234595057,-0.032466413,162.0,249.0,196,160,106,117,183.3,0,0,,,,,,,-1.5243120563919834,-1.4087840365444706,-1.6858960405014773,-1.505689869979627,-1.1105449469883721,0.4770317738346066,-1.2887175258464447,-1.410948571895197,1.1620389254538093,1.271128440034659,-1.3151546640251177,1.2616373766901194,-1.8949751290142547,-0.8312009231559269,-1.4438685845661179,-2.1964100379650553,-7.229892486831502
Siena,1168,16,-2.09721,107.134,109.231,0.455,6.825,3.878,1.725,-0.340314211,0.399030324,0.058716113,175.0,171.0,184,206,155,113,191.3,0,0,,,,,,,-1.5598106775756353,-1.557213266628418,-1.6909485275333902,-1.542047129170973,-1.2529068929905864,-0.4551442980972052,-1.3721014103053732,-1.402476151874797,1.7785344747786929,1.192388532111765,-1.208972959898516,1.1441025830186173,-1.7221462807661683,-1.6714804971715667,-1.6366752052241917,-1.2161206706336305,-7.487173725938732
Queens,1172,15,-1.43724,115.771,117.209,0.439,14.561,9.008,1.734,5.961952542,-7.935541429,-1.973588887,191.0,170.0,187,179,138,128,191.0,0,0,,,,,,,-1.5054558332004908,-0.3810818352201142,-1.7717883200439943,-0.914235171348982,-1.0666015912070765,-0.4316440609896808,-0.40332197498310796,-1.5913121309258627,1.4166783914793046,1.4876631868226173,-2.494432194378064,2.6901299371993446,-1.76535349282819,-1.3799549306763448,-1.873975661418744,-1.2035528582319457,-7.510788586341573
LIU Brooklyn,1189,16,-3.95107,105.631,109.582,0.341,9.691,0.2,2.414,-3.857612371,0.640028027,-3.217584343,206.0,235.0,198,169,122,143,222.7,0,0,,,,,,,-1.712493787100773,-1.7618821958175672,-2.2669320491714444,-1.3094580558620503,-1.3864801678365415,1.343929409356629,-1.9127776874056424,-1.7069006375077174,1.2826576198869386,1.7829378415334696,-1.265528010199634,1.0993985415663843,-1.9237799370556026,-1.1055779269161359,-2.096444839101137,-2.020460664341466,-8.113485053283341
Prairie View A&M,1174,16,-10.6932,101.205,111.898,0.254,10.925,0.231,2.802,-7.214760626,-2.859131055,-10.07389168,293.0,327.0,300,315,257,236,288.7,0,0,,,,,,,-2.267772704183356,-2.364586574121742,-2.7064984209478546,-1.2093132838930305,-1.3853543463247895,2.3570507424365816,-2.4288358484195114,-2.343969142804609,3.239360885135483,3.6136407007407536,-1.6386946668873543,1.7484775605879297,-3.3928251471643396,-3.420633896142898,-3.386766069659015,-3.1766994052964805,-8.602901922518896
Lehigh,1190,16,-10.3689,102.717,113.086,0.252,9.479,0.826,1.368,-5.192335885,-3.090372597,-8.282708482,267.0,299.0,276,281,243,226,285.0,0,0,,,,,,,-2.2410634961422944,-2.158692082482358,-2.71660339501168,-1.3266628303008123,-1.3637458366637392,-1.3873203700290175,-2.1179503249473255,-2.1775375132735357,2.7836902617214383,3.416790930933519,-1.8301117602142163,1.7913718759708703,-3.0471674506681663,-3.1805540178527156,-3.0011528283428675,-2.8248006580493024,-9.892427618360433
